gvkey,datadate,fyear,cusip,at,xrd
170719,20131231,2013,33737J224,,
170719,20141231,2014,33737J224,,
170720,20121231,2012,33737J802,,
170720,20131231,2013,33737J802,,
170720,20141231,2014,33737J802,,
170721,20121231,2012,33737J240,,
170721,20131231,2013,33737J240,,
170721,20141231,2014,33737J240,,
170722,20121231,2012,33737J232,,
170722,20131231,2013,33737J232,,
170722,20141231,2014,33737J232,,
170723,20121231,2012,33737J190,,
170723,20131231,2013,33737J190,,
170723,20141231,2014,33737J190,,
170724,20121231,2012,33737J208,,
170724,20131231,2013,33737J208,,
170724,20141231,2014,33737J208,,
170725,20111231,2011,88102J209,0.631,
170725,20121231,2012,88102J209,0.386,
170725,20131231,2013,88102J209,4.041,
170725,20141231,2014,88102J209,7.719,
170726,20111231,2011,55067R104,0.344,
170728,20111231,2011,256827205,,
170728,20121231,2012,256827205,13.41,
170728,20131231,2013,256827205,16.04,
170728,20141231,2014,256827205,20.379,
170730,20111231,2011,68620A104,,
170730,20121231,2012,68620A104,16.749,3.436
170730,20140331,2013,68620A104,50.186,7.974
170731,20131231,2013,44051R114,,
170731,20141231,2014,44051R114,,
170732,20121231,2012,43990B206,,
170732,20131231,2013,43990B206,,
170732,20141231,2014,43990B206,,
170733,20121231,2012,31862B107,,
170733,20131231,2013,31862B107,,
170733,20141231,2014,31862B107,,
170734,20121231,2012,31864A107,,
170734,20131231,2013,31864A107,,
170734,20141231,2014,31864A107,,
170736,20121231,2012,46429B267,,
170736,20131231,2013,46429B267,,
170736,20141231,2014,46429B267,,
170737,20121231,2012,46429B291,,
170737,20131231,2013,46429B291,,
170737,20141231,2014,46429B291,,
170738,20121231,2012,46429B259,,
170738,20131231,2013,46429B259,,
170738,20141231,2014,46429B259,,
170739,20121231,2012,46429B226,,
170739,20131231,2013,46429B226,,
170739,20141231,2014,46429B226,,
170740,20121231,2012,46429B184,,
170740,20131231,2013,46429B184,,
170740,20141231,2014,46429B184,,
170741,20121231,2012,46429B366,,
170741,20131231,2013,46429B366,,
170741,20141231,2014,46429B366,,
170742,20121231,2012,33737J406,,
170742,20131231,2013,33737J406,,
170742,20141231,2014,33737J406,,
170743,20121231,2012,33737J307,,
170743,20131231,2013,33737J307,,
170743,20141231,2014,33737J307,,
170746,20141231,2014,828034108,,
170748,20101231,,26885B100,,
170748,20111231,2011,26885B100,546.442,
170748,20121231,2012,26885B100,707.604,
170748,20131231,2013,26885B100,913.013,
170748,20141231,2014,26885B100,1421.99,
170750,20101231,2010,25278X109,172.517,
170750,20111231,2011,25278X109,249.484,
170750,20121231,2012,25278X109,606.701,
170750,20131231,2013,25278X109,1521.614,
170750,20141231,2014,25278X109,3095.481,
170751,20121231,2012,46429B333,,
170751,20131231,2013,46429B333,,
170751,20141231,2014,46429B333,,
170753,20121231,2012,31863C104,,
170753,20131231,2013,31863C104,,
170756,20111231,2011,45825X105,,
170756,20121231,2012,45825X105,0.514,
170756,20131231,2013,45825X105,0.526,
170756,20141231,2014,45825X105,0.385,
170758,20101231,2010,M20598104,236.403,2.273
170758,20111231,2011,M20598104,246.317,2.487
170758,20121231,2012,M20598104,321.049,2.1
170758,20131231,2013,M20598104,377.556,2.002
170758,20141231,2014,M20598104,439,2.628
170759,20100228,2009,29788A104,,
170759,20110228,2010,29788A104,26.418,11.463
170759,20120229,2011,29788A104,32.693,13.24
170759,20130228,2012,29788A104,73.468,14.999
170759,20140228,2013,29788A104,130.711,18.491
170761,20101231,2010,92763W103,17.133,0
170761,20111231,2011,92763W103,167.435,0
170761,20121231,2012,92763W103,398.917,0
170761,20131231,2013,92763W103,1072.06,0
170761,20141231,2014,92763W103,2732.012,0
170762,20101231,2010,00653B105,69.801,2.5
170762,20111231,2011,00653B105,82.111,3.4
170763,20120430,2011,381715101,0.022,0
170763,20130430,2012,381715101,0.042,0
170763,20140430,2013,381715101,0.005,0
170765,20120229,2011,G87264100,0.16,
170765,20130228,2012,G87264100,42.817,
170765,20131231,2013,G87264100,248.214,1.7
170765,20141231,2014,G87264100,255.891,1.3
170773,20101231,2010,98919T407,31.727,
170773,20111231,2011,98919T407,70.007,
170773,20121231,2012,98919T407,223.113,
170773,20131231,2013,98919T407,87.542,
170773,20141231,2014,98919T407,60.216,
170775,20101231,2010,366554103,,
170775,20111231,2011,366554103,391.139,
170775,20121231,2012,366554103,315.989,
170775,20131231,2013,366554103,485.08,
170775,20141231,2014,366554103,505.841,
170778,20121231,2012,464286293,,
170778,20131231,2013,464286293,,
170778,20141231,2014,464286293,,
170779,20121231,2012,464286319,,
170779,20131231,2013,464286319,,
170779,20141231,2014,464286319,,
170781,20101231,2010,88829M105,649.232,
170781,20111231,2011,88829M105,701.113,
170781,20121231,2012,88829M105,1498.952,
170781,20131231,2013,88829M105,2343.8,
170781,20141231,2014,88829M105,2727.575,
170784,20111231,2011,278750104,,
170784,20121231,2012,278750104,0.263,
170784,20131231,2013,278750104,4.173,1.349
170785,20110131,2010,67010B102,,
170785,20120131,2011,67010B102,8.936,
170785,20130131,2012,67010B102,12.134,
170785,20140131,2013,67010B102,17.589,
170785,20150131,2014,67010B102,22.849,
170787,20111231,2011,74048K203,,
170787,20121231,2012,74048K203,0.043,0.078
170787,20131231,2013,74048K203,0.025,0.217
170787,20141231,2014,74048K203,0.121,0.196
170788,20110430,2010,46467R109,,
170788,20120430,2011,46467R109,5.526,1.804
170788,20130430,2012,46467R109,3.643,4.064
170788,20140430,2013,46467R109,4.62,0.646
170789,20121231,2012,4.61E+293,,
170789,20131231,2013,4.61E+293,,
170789,20141231,2014,4.61E+293,,
170790,20121231,2012,4.61E+226,,
170790,20131231,2013,4.61E+226,,
170790,20141231,2014,4.61E+226,,
170791,20131231,2013,05491G109,,
170791,20141231,2014,05491G109,1006.6,
170795,20101231,2010,65340D103,14.672,
170795,20111231,2011,65340D103,13.994,
170795,20121231,2012,65340D103,13.984,
170795,20131231,2013,65340D103,14.264,
170797,20111031,2011,52171T100,,
170797,20121031,2012,52171T100,26.068,
170797,20131031,2013,52171T100,22.29,
170797,20141031,2014,52171T100,21.178,
170799,20111231,2011,386617104,,
170799,20121231,2012,386617104,5.113,
170799,20131231,2013,386617104,4.24,
170799,20141231,2014,386617104,2.877,
170800,20121231,2012,78463X467,,
170800,20131231,2013,78463X467,,
170800,20141231,2014,78463X467,,
170801,20110630,2011,15672M106,0.078,0
170801,20120630,2012,15672M106,0.088,0.004
170801,20130630,2013,15672M106,0.085,0.109
170801,20140630,2014,15672M106,0.83,0.349
170802,20121231,2012,78463X475,,
170802,20131231,2013,78463X475,,
170802,20141231,2014,78463X475,,
170804,20111231,2011,95395307,,
170804,20121231,2012,95395307,56.382,
170804,20131231,2013,95395307,57.68,
170804,20141231,2014,95395307,60.407,
170814,20120131,2011,04341X107,,
170814,20130131,2012,04341X107,2.351,
170814,20140131,2013,04341X107,2.842,
170814,20150131,2014,04341X107,3.373,
170823,20111231,2011,71715W106,,
170823,20121231,2012,71715W106,2.897,
170823,20131231,2013,71715W106,1.282,
170825,20121231,2012,72201R775,,
170825,20131231,2013,72201R775,,
170825,20141231,2014,72201R775,,
170826,20101231,2010,652990912,61.219,
170827,20101231,2010,101150100,,
170827,20111231,2011,101150100,1.15,0.194
170827,20121231,2012,101150100,1.435,0.18
170827,20131231,2013,101150100,4.535,0.542
170827,20141231,2014,101150100,1.163,1.433
170829,20121231,2012,44050N106,,
170829,20131231,2013,44050N106,,
170830,20121231,2012,44050R305,,
170830,20131231,2013,44050R305,,
170830,20141231,2014,44050R305,,
170831,20121231,2012,44050T103,,
170831,20131231,2013,44050T103,,
170833,20121031,,88269V102,,
170833,20131031,2013,88269V102,0.385,
170833,20141031,2014,88269V102,9.604,
170834,20121231,2012,04399S935,0.667,
170839,20120430,2011,98421A102,,
170839,20130430,2012,98421A102,0,
170839,20140430,2013,98421A102,0.165,
170841,20101231,2010,718546104,44955,56
170841,20111231,2011,718546104,43211,74
170841,20121231,2012,718546104,48073,76
170841,20131231,2013,718546104,49798,69
170841,20141231,2014,718546104,48741,62
170843,20111231,2011,83306Y102,,
170843,20121231,2012,83306Y102,1.117,0.076
170843,20131231,2013,83306Y102,0.819,0.102
170843,20141231,2014,83306Y102,2.506,0.17
170853,20121231,2012,393229109,,
170853,20131231,2013,393229109,1.136,
170855,20120531,2011,81207X108,,
170855,20130531,2012,81207X108,0.499,0.089
170855,20140531,2013,81207X108,1.734,0.1
170858,20121231,2012,97717X784,,
170858,20131231,2013,97717X784,,
170858,20141231,2014,97717X784,,
170868,20100930,2010,23131B307,5.155,
170868,20110930,2011,23131B307,10.3,
170868,20120930,2012,23131B307,17.929,
170868,20131031,2013,23131B307,35.127,
170868,20141031,2014,23131B307,44.76,
170870,20121231,2012,29272H201,,
170870,20131231,2013,29272H201,0.074,
170870,20141231,2014,29272H201,0.046,
170875,20101231,2010,00489C103,67.605,
170875,20111231,2011,00489C103,79.547,
170875,20121231,2012,00489C103,110.856,
170877,20121231,2012,92189F288,,
170877,20131231,2013,92189F288,,
170877,20141231,2014,92189F288,,
170879,20101231,2010,47559109,0.026,
170879,20111231,2011,47559109,1.776,
170879,20121231,2012,47559109,10.621,
170879,20131231,2013,47559109,72.967,
170879,20141231,2014,47559109,92.344,
170883,20121231,2012,89784X136,300.148,0
170883,20131231,2013,89784X136,532.132,0
170883,20141231,2014,89784X136,837.782,0
170886,20121231,2012,78468R408,,
170886,20131231,2013,78468R408,,
170886,20141231,2014,78468R408,,
170888,20111231,2011,92853D106,,
170888,20121231,2012,92853D106,5.402,
170888,20131231,2013,92853D106,0.548,
170888,20141231,2014,92853D106,0.385,
170889,20121231,2012,750649105,316.287,
170889,20131231,2013,750649105,550.746,
170889,20141231,2014,750649105,765.332,
170892,20121231,2012,550537104,10.531,0.077
170892,20131231,2013,550537104,4.762,0.015
170893,20120630,2012,71676H106,,
170893,20130630,2013,71676H106,13.228,0
170893,20141231,2014,71676H106,78.435,0
170898,20111231,2011,09072K208,,
170898,20121231,2012,09072K208,0.664,
170904,20101231,2010,89969Q104,408.99,
170904,20111231,2011,89969Q104,446.341,
170904,20121231,2012,89969Q104,469.241,
170904,20131231,2013,89969Q104,506.487,
170904,20141231,2014,89969Q104,562.83,
170912,20110228,2010,59140A203,,
170912,20120229,2011,59140A203,1.763,0.855
170912,20130228,2012,59140A203,1.023,0.517
170912,20140228,2013,59140A203,0.791,0.824
170913,20121231,2012,92189F650,,
170913,20131231,2013,92189F650,,
170913,20141231,2014,92189F650,,
170914,20121231,2012,25459Y207,,
170914,20131231,2013,25459Y207,,
170914,20141231,2014,25459Y207,,
170917,20121231,2012,86273B104,68.632,
170917,20131231,2013,86273B104,42.974,
170917,20141231,2014,86273B104,22.752,
170918,20121231,2012,596337105,54.088,
170919,20101231,2010,302147103,75.984,4.68
170919,20111231,2011,302147103,121.67,5.304
170920,20121231,2012,04530L203,,
170920,20140430,2013,04530L203,3.584,
170922,20101231,2010,37699Y921,468.617,0
170922,20111231,2011,37699Y921,456.791,0
170936,20120731,2012,04300C102,17.015,
170941,20111231,2011,37952C103,0.113,0
170941,20121231,2012,37952C103,0.011,0
170941,20131231,2013,37952C103,0.126,0
170941,20141231,2014,37952C103,0.015,0
170945,20101231,2010,74587V107,0,
170945,20111231,2011,74587V107,55.398,0.826
170945,20121231,2012,74587V107,151.699,49.636
170945,20131231,2013,74587V107,104.374,45.046
170945,20141231,2014,74587V107,162.758,122.917
170947,20110831,2011,08634Q109,,
170947,20120831,2012,08634Q109,0.755,
170947,20130831,2013,08634Q109,0.688,
170947,20140831,2014,08634Q109,0.778,
170959,20121031,2012,G21490209,0.375,
170959,20131031,2013,G21490209,41.819,
170960,20101231,2010,281736108,1480.403,23.242
170960,20111231,2011,281736108,1433.91,28.433
170960,20121231,2012,281736108,1375.765,34.963
170961,20101231,2010,26658A107,26.455,4.818
170961,20111231,2011,26658A107,33.625,30.132
170961,20121231,2012,26658A107,86.548,51.695
170961,20131231,2013,26658A107,100.144,37.317
170964,20121231,2012,12595N105,0.926,0.299
170964,20131231,2013,12595N105,1.418,0.475
170964,20141231,2014,12595N105,0.801,0.228
170965,20101231,2010,7.14E+109,,
170965,20111231,2011,7.14E+109,182.299,
170965,20121231,2012,7.14E+109,211.745,
170965,20131231,2013,7.14E+109,257.26,
170965,20141231,2014,7.14E+109,262.829,
170966,20121231,2012,10537L104,,
170966,20131231,2013,10537L104,,
170966,20141231,2014,10537L104,,
170969,20101231,2010,881569107,2.715,6.676
170969,20111231,2011,881569107,42.879,12.268
170969,20121231,2012,881569107,127.38,55.2
170969,20131231,2013,881569107,135.578,77.665
170969,20141231,2014,881569107,263.902,143.325
170972,20111231,2011,39260T109,3.435,
170972,20121231,2012,39260T109,2.961,
170972,20131231,2013,39260T109,2.354,
170972,20141231,2014,39260T109,1.929,
170974,20120531,2011,02687C109,2.073,
170974,20130531,2012,02687C109,1.89,
170974,20140531,2013,02687C109,1.868,
170975,20111231,2011,H84689100,,
170975,20121231,2012,H84689100,282.244,2.343
170975,20131231,2013,H84689100,341.265,3.618
170975,20141231,2014,H84689100,405.586,4.115
170981,20121231,2012,46138J106,,
170981,20131231,2013,46138J106,,
170981,20141231,2014,46138J106,,
170982,20121231,2012,46138J304,,
170982,20131231,2013,46138J304,,
170982,20141231,2014,46138J304,,
170983,20121231,2012,46138J502,,
170983,20131231,2013,46138J502,,
170983,20141231,2014,46138J502,,
170984,20121231,2012,88166A706,,
170984,20131231,2013,88166A706,,
170984,20141231,2014,88166A706,,
170985,20121231,2012,74348A491,,
170985,20131231,2013,74348A491,,
170985,20141231,2014,74348A491,,
170988,20140531,2013,45173T102,0.079,
170992,20121231,2012,865634109,2.959,
170992,20131231,2013,865634109,6.977,
170992,20141231,2014,865634109,11.165,
170994,20101231,2010,234255107,,
170994,20111231,2011,234255107,,
170994,20121231,2012,234255107,39.665,
170994,20131231,2013,234255107,87.055,
170994,20141231,2014,234255107,99.127,
170995,20110630,2011,04316M102,,
170995,20120630,2012,04316M102,0.013,
170995,20130630,2013,04316M102,0,
170995,20140630,2014,04316M102,0,
171001,20101231,,22944T109,,
171001,20111231,,22944T109,,
171001,20121231,2012,22944T109,79.266,
171001,20131231,2013,22944T109,93.079,
171001,20141231,2014,22944T109,33.214,
171002,20101231,2010,379577208,266.575,21.309
171002,20111231,2011,379577208,329.39,23.464
171002,20121231,2012,379577208,447.133,27.926
171002,20131231,2013,379577208,566.304,26.87
171002,20141231,2014,379577208,703.547,31.687
171003,20101231,2010,76199R937,71.791,9.281
171003,20111231,2011,76199R937,59.113,17.18
171007,20100630,2010,81762P102,51.369,7.194
171007,20110630,2011,81762P102,108.746,7.004
171007,20121231,2012,81762P102,478.114,39.333
171007,20131231,2013,81762P102,1168.476,78.678
171007,20141231,2014,81762P102,1425.079,148.258
171009,20121231,2012,464286285,,
171009,20131231,2013,464286285,,
171009,20141231,2014,464286285,,
171011,20121231,2012,464286178,,
171011,20131231,2013,464286178,,
171011,20141231,2014,464286178,,
171012,20121231,2012,464286210,,
171012,20131231,2013,464286210,,
171012,20141231,2014,464286210,,
171014,20121231,2012,92189F445,,
171014,20131231,2013,92189F445,,
171014,20141231,2014,92189F445,,
171019,20121231,2012,44050U100,,
171019,20131231,2013,44050U100,,
171019,20141231,2014,44050U100,,
171022,20101231,2010,85858C107,7.503,1.33
171022,20111231,2011,85858C107,6.453,1.629
171022,20121231,2012,85858C107,5.03,3.377
171022,20131231,2013,85858C107,85.281,16.178
171022,20141231,2014,85858C107,60.495,21.241
171023,20101231,2010,9.26E+111,473.68,
171023,20101231,2010,9.26E+111,473.68,
171023,20111231,2011,9.26E+111,403.053,
171023,20111231,2011,9.26E+111,403.053,
171023,20121231,2012,9.26E+111,549.242,
171023,20121231,2012,9.26E+111,549.242,
171023,20131231,2013,9.26E+111,803.329,
171023,20131231,2013,9.26E+111,803.329,
171023,20141231,2014,9.26E+111,1205.867,
171023,20141231,2014,9.26E+111,1205.867,
171025,20121231,2012,08663M102,,
171025,20131231,2013,08663M102,,
171025,20141231,2014,08663M102,,
171045,20121231,2012,Y46002203,57.497,
171045,20131231,2013,Y46002203,57.219,
171045,20141231,2014,Y46002203,114.868,
171049,20101231,2010,94235108,3243.411,5.7
171049,20111231,2011,94235108,3353.936,6.6
171049,20121231,2012,94235108,3016.553,7.3
171049,20131231,2013,94235108,3274.174,6.4
171049,20141231,2014,94235108,3344.286,5.8
171053,20131231,2013,92189F437,,
171053,20141231,2014,92189F437,,
171054,20111231,2011,72763R106,,
171054,20121231,2012,72763R106,5.989,
171054,20131231,2013,72763R106,8.553,
171054,20141231,2014,72763R106,8.966,
171057,20111231,,464260108,,
171057,20121231,2012,464260108,5.931,0.037
171057,20131231,2013,464260108,6.169,0.162
171057,20141231,2014,464260108,4.733,0.1
171058,20111231,2011,39985X104,,
171058,20121231,2012,39985X104,1.279,
171058,20131231,2013,39985X104,5.757,
171058,20141231,2014,39985X104,2.362,
171059,20101231,2010,34984V100,818.332,
171059,20111231,2011,34984V100,1607.315,
171059,20121231,2012,34984V100,1892.98,
171059,20131231,2013,34984V100,2168.869,
171059,20141231,2014,34984V100,2221.628,
171067,20100731,2010,697435105,38.119,12.788
171067,20110731,2011,697435105,91.172,21.366
171067,20120731,2012,697435105,407.804,38.57
171067,20130731,2013,697435105,585.606,62.482
171067,20140731,2014,697435105,1478.466,104.813
171074,20120331,2011,576289102,,
171074,20130331,2012,576289102,0.053,
171078,20121231,2012,74113L102,,
171078,20131231,2013,74113L102,890.513,
171078,20141231,2014,74113L102,898.567,
171079,20121231,2012,911718203,,
171079,20131231,2013,911718203,,
171079,20141231,2014,911718203,,
171082,20111231,2011,276883105,,
171082,20121231,2012,276883105,44.898,
171083,20111231,2011,80280U106,,
171083,20121231,2012,80280U106,25.926,
171083,20131231,2013,80280U106,61.012,
171083,20141231,2014,80280U106,86.965,
171091,20121231,2012,46138D109,,
171091,20131231,2013,46138D109,,
171091,20141231,2014,46138D109,,
171097,20101231,2010,44915N101,7.387,23.111
171097,20111231,2011,44915N101,8.142,17.236
171097,20121231,2012,44915N101,51.204,17.046
171097,20131231,2013,44915N101,142.519,9.984
171097,20141231,2014,44915N101,180.416,20.715
171098,20101231,2010,09259Y104,2.656,2.919
171098,20111231,2011,09259Y104,2.423,2.09
171099,20111231,2011,16308A102,,
171099,20121231,2012,16308A102,,
171099,20131231,2013,16308A102,0.548,
171099,20141231,2014,16308A102,0.665,
171105,20110930,,75699R934,,
171105,20120930,2012,75699R934,0.017,
171105,20130930,2013,75699R934,1,
171105,20140930,2014,75699R934,0.992,
171106,20120930,2012,92871B108,,
171106,20130930,2013,92871B108,0,0
171108,20121231,2012,37950E473,,
171108,20131231,2013,37950E473,,
171108,20141231,2014,37950E473,,
171109,20101231,2010,6.18E+104,589.65,0
171109,20111231,2011,6.18E+104,679.867,0
171109,20121231,2012,6.18E+104,1000.191,0
171109,20131231,2013,6.18E+104,1671.233,0
171109,20141231,2014,6.18E+104,1832.287,0
171111,20101130,2010,89621C105,26.607,
171111,20111130,2011,89621C105,31.772,
171111,20121130,2012,89621C105,55.696,
171111,20131130,2013,89621C105,38.899,
171111,20141130,2014,89621C105,36.826,
171114,20111231,2011,16951W104,,
171114,20121231,2012,16951W104,1.857,
171114,20131231,2013,16951W104,0.642,
171114,20141231,2014,16951W104,1.181,
171121,20121231,2012,464286251,,
171121,20131231,2013,464286251,,
171121,20141231,2014,464286251,,
171132,20121231,2012,93734101,,
171132,20131231,2013,93734101,,
171132,20141231,2014,93734101,,
171135,20121231,2012,46432F107,,
171135,20131231,2013,46432F107,,
171135,20141231,2014,46432F107,,
171136,20121231,2012,46432F404,,
171136,20131231,2013,46432F404,,
171136,20141231,2014,46432F404,,
171137,20101231,2010,82670Y102,35.421,0
171137,20111231,2011,82670Y102,314.171,0
171137,20121231,2012,82670Y102,697.818,0
171137,20131231,2013,82670Y102,675.539,0
171137,20141231,2014,82670Y102,639.592,0
171139,20101231,2010,84130C100,289.643,
171139,20111231,2011,84130C100,420.385,
171139,20121231,2012,84130C100,618.605,
171139,20131231,2013,84130C100,652.315,
171139,20141231,2014,84130C100,1223.627,
171140,20111231,2011,161151105,0.225,
171140,20121231,2012,161151105,76.155,
171140,20131231,2013,161151105,75.255,
171140,20141231,2014,161151105,65.542,
171141,20100131,2009,33829M101,,
171141,20110131,2010,33829M101,76.582,0
171141,20120131,2011,33829M101,134.527,0
171141,20130131,2012,33829M101,189.66,0
171141,20140131,2013,33829M101,232.054,0
171141,20150131,2014,33829M101,294.862,0
171143,20101231,2010,16599Y934,1056.148,
171143,20111231,2011,16599Y934,1598.582,
171145,20121231,2012,92189F643,,
171145,20131231,2013,92189F643,,
171145,20141231,2014,92189F643,,
171146,20121231,2012,18383M415,,
171146,20131231,2013,18383M415,,
171146,20141231,2014,18383M415,,
171147,20121231,2012,18383M399,,
171147,20131231,2013,18383M399,,
171147,20141231,2014,18383M399,,
171148,20121231,2012,46138J205,,
171148,20131231,2013,46138J205,,
171148,20141231,2014,46138J205,,
171149,20121231,2012,73938T100,,
171149,20131231,2013,73938T100,,
171149,20141231,2014,73938T100,,
171150,20121231,2012,73938P108,,
171150,20131231,2013,73938P108,,
171150,20141231,2014,73938P108,,
171151,20121231,2012,46139Y102,,
171151,20131231,2013,46139Y102,,
171151,20141231,2014,46139Y102,,
171153,20140531,2013,69346H100,,
171155,20101231,2010,185064102,0.101,0
171155,20111231,2011,185064102,1.636,0.463
171155,20121231,2012,185064102,9.115,1.184
171155,20131231,2013,185064102,4.702,1.851
171155,20141231,2014,185064102,4.599,2.217
171161,20110331,2010,665116208,,
171161,20120331,2011,665116208,3.468,
171161,20130331,2012,665116208,4.52,
171161,20140331,2013,665116208,1.572,
171164,20111231,,13173Q106,,
171164,20121231,2012,13173Q106,4.514,
171164,20131231,2013,13173Q106,10.642,
171164,20141231,2014,13173Q106,10.617,
171165,20111231,2011,G89775152,0.218,
171171,20121231,2012,78467V103,,
171171,20131231,2013,78467V103,,
171171,20141231,2014,78467V103,,
171172,20121231,2012,78467V202,,
171172,20131231,2013,78467V202,,
171172,20141231,2014,78467V202,,
171173,20121231,2012,78467V400,,
171173,20131231,2013,78467V400,,
171173,20141231,2014,78467V400,,
171174,20101231,2010,489165100,0.045,
171174,20111231,2011,489165100,0.098,
171174,20121231,2012,489165100,4.118,
171174,20131231,2013,489165100,15.516,
171174,20141231,2014,489165100,4.511,
171175,20121231,2012,44050W106,,
171175,20131231,2013,44050W106,,
171175,20141231,2014,44050W106,,
171180,20101231,2010,16951A102,,
171180,20111231,2011,16951A102,337.267,
171180,20121231,2012,16951A102,443.864,
171187,20111231,2011,74979C808,,
171187,20121231,2012,74979C808,5.592,10.451
171187,20131231,2013,74979C808,14.938,17.651
171187,20141231,2014,74979C808,9.189,5.68
171191,20130331,2012,72201R791,,
171191,20140331,2013,72201R791,,
171206,20110930,2011,05478T108,,
171206,20120930,2012,05478T108,0.681,
171206,20130930,2013,05478T108,2.075,
171206,20140930,2014,05478T108,5.422,
171210,20121231,2012,169067105,,
171210,20131231,2013,169067105,0.017,
171212,20101231,2010,694103102,393.315,
171212,20111231,2011,694103102,392.678,
171212,20121231,2012,694103102,271.209,
171212,20131231,2013,694103102,250.872,
171212,20141231,2014,694103102,236.133,
171220,20120930,2012,68067A203,,
171220,20130930,2013,68067A203,0,0
171231,20121231,2012,470095308,5.849,
171231,20131231,2013,470095308,1.921,
171231,20141231,2014,470095308,5.048,
171235,20111231,,776618100,,
171235,20121231,2012,776618100,96.577,
171235,20131231,2013,776618100,107.525,
171235,20141231,2014,776618100,217.86,
171238,20110630,2011,16952A101,,
171238,20120630,2012,16952A101,,
171238,20130630,2013,16952A101,23.212,
171238,20141231,2014,16952A101,32.337,
174016,20100331,2009,411355100,135.037,1.646
174016,20110331,2010,411355100,69.42,1.643
174016,20120331,2011,411355100,71.191,0.752
174016,20130331,2012,411355100,65.091,0.598
174016,20140331,2013,411355100,55.627,0.433
174022,20101231,2010,75605Y106,8029,
174022,20101231,2010,75605Y106,8029,
174022,20111231,2011,75605Y106,7350,
174022,20111231,2011,75605Y106,7350,
174022,20121231,2012,75605Y106,7445,
174022,20121231,2012,75605Y106,7445,
174022,20131231,2013,75605Y106,7326,
174022,20131231,2013,75605Y106,7326,
174022,20141231,2014,75605Y106,7538,
174022,20141231,2014,75605Y106,7538,
174024,20101231,2010,91232N108,1822.041,
174024,20111231,2011,91232N108,1174.394,
174024,20121231,2012,91232N108,1241.349,
174024,20131231,2013,91232N108,640.236,
174024,20141231,2014,91232N108,1297.253,
174025,20100131,2009,25470E404,256.31,
174025,20110131,2010,25470E404,258.986,
174025,20120131,2011,25470E404,274.635,
174025,20130131,2012,25470E404,306.224,
174025,20140131,2013,25470E404,300.155,
174025,20150131,2014,25470E404,296.747,
174026,20111231,,60705U105,,
174026,20121231,2012,60705U105,2.528,
174026,20131231,2013,60705U105,7.082,0.738
174026,20141231,2014,60705U105,8.162,0.593
174040,20101231,2010,336920103,,
174040,20111231,2011,336920103,,
174040,20121231,2012,336920103,,
174040,20131231,2013,336920103,,
174040,20141231,2014,336920103,,
174048,20130131,2012,92828L100,1.559,0
174048,20140131,2013,92828L100,10.316,
174049,20101231,2010,69336V101,169.119,1.1
174049,20111231,2011,69336V101,142.835,1.4
174049,20121231,2012,69336V101,141.317,1.4
174049,20131231,2013,69336V101,156.632,1.3
174049,20141231,2014,69336V101,311.749,1.8
174053,20101231,2010,H01531104,10427.631,
174053,20101231,2010,H01531104,10427.631,
174053,20111231,2011,H01531104,11122.158,
174053,20111231,2011,H01531104,11122.158,
174053,20121231,2012,H01531104,12029.946,
174053,20121231,2012,H01531104,12029.946,
174053,20131231,2013,H01531104,11945.83,
174053,20131231,2013,H01531104,11945.83,
174053,20141231,2014,H01531104,12421.563,
174053,20141231,2014,H01531104,12421.563,
174057,20101031,2010,71372V201,22.293,0.509
174058,20101231,2010,29276F102,,
174058,20111231,2011,29276F102,,
174058,20121231,2012,29276F102,,
174062,20101231,2010,67788P101,,
174071,20101130,2010,G2136R106,201.91,
174071,20111130,2011,G2136R106,179.758,
174077,20100331,2009,204166102,286.015,33.421
174077,20110331,2010,204166102,342.499,36.954
174077,20120331,2011,204166102,432.688,39.936
174077,20130331,2012,204166102,604.854,47.356
174077,20140331,2013,204166102,755.384,55.134
174080,20101231,2010,337344105,,
174080,20111231,2011,337344105,,
174080,20121231,2012,337344105,,
174080,20131231,2013,337344105,,
174080,20141231,2014,337344105,,
174081,20101231,2010,337345102,,
174081,20111231,2011,337345102,,
174081,20121231,2012,337345102,,
174081,20131231,2013,337345102,,
174081,20141231,2014,337345102,,
174091,20101231,2010,G21176303,70.384,
174091,20111231,2011,G21176303,52.354,
174091,20121231,2012,G21176303,11.728,
174093,20101231,2010,378968101,,
174093,20111231,2011,378968101,,
174095,20100331,2009,1.89E+110,,
174095,20110331,2010,1.89E+110,,
174095,20120331,2011,1.89E+110,,
174095,20130331,2012,1.89E+110,,
174095,20140331,2013,1.89E+110,,
174101,20101231,2010,921908844,,
174101,20111231,2011,921908844,,
174101,20121231,2012,921908844,,
174101,20131231,2013,921908844,,
174101,20141231,2014,921908844,,
174108,20100331,2009,654678101,2104.825,
174108,20110331,2010,654678101,2061.27,
174108,20120331,2011,654678101,1803.358,
174108,20130331,2012,654678101,1524.392,
174108,20140331,2013,654678101,1539.191,
174110,20101231,2010,46428Q109,,
174110,20111231,2011,46428Q109,,
174110,20121231,2012,46428Q109,,
174110,20131231,2013,46428Q109,,
174110,20141231,2014,46428Q109,,
174115,20101231,2010,92549X409,111.667,0
174115,20111231,2011,92549X409,52.635,0
174115,20121231,2012,92549X409,40.205,0
174115,20131231,2013,92549X409,38.272,0
